datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,0,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,432.97078120409185,433.21467847171135,2022-07-28T23:43:48Z
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,1,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,434.0022087986501,434.2124585299417,2022-07-28T23:43:48Z
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,2,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,435.03129998255633,435.21023858817205,2022-07-28T23:43:48Z
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,3,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,436.0580156841965,436.2080186464024,2022-07-28T23:43:48Z
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,4,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,437.0823161785651,437.20579870463274,2022-07-28T23:43:48Z
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,5,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,438.1041610763384,438.2035787628631,2022-07-28T23:43:48Z
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,6,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,439.12350931276507,439.20135882109344,2022-07-28T23:43:48Z
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,7,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,440.14031913637126,440.1991388793238,2022-07-28T23:43:48Z
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,8,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,441.1545480974763,441.19691893755413,2022-07-28T23:43:48Z
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,211,0.9547511312217196,NA,9,keep,532.03,0.9221173717839006,-0.0033164144907237114,14,446.6963970588235,457.1494825371305,1.1711406541634475,-0.016584633914346995,13.51171380496738,0.9977800582303491,442.166153036517,442.1946989957845,2022-07-28T23:43:48Z
