datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,time_diff,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z
2022-07-28T23:43:48Z,NA,NA,456.16,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,13,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,445.7598993237031,445.76115068685095,2022-07-28T23:43:49Z
2022-07-28T23:43:49Z,NA,NA,457.64,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,14,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,446.582709285128,446.5827278610908,2022-07-28T23:43:49Z
2022-07-28T23:43:50Z,NA,NA,457.03,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,15,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,447.4035810011636,447.4043050353306,2022-07-28T23:43:49Z
2022-07-28T23:43:51Z,NA,NA,457.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,16,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,448.2224856365473,448.22588220957044,2022-07-28T23:43:49Z
2022-07-28T23:43:52Z,NA,NA,458.73,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,17,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,449.0393939270344,449.0474593838103,2022-07-28T23:43:49Z
2022-07-28T23:43:53Z,NA,NA,459.17,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,18,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,449.8542761730162,449.86903655805014,2022-07-28T23:43:49Z
2022-07-28T23:43:54Z,NA,NA,459.97,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,19,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,450.6671022330434,450.69061373229,2022-07-28T23:43:49Z
2022-07-28T23:43:55Z,NA,NA,460.83,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,20,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,451.4778415172523,451.51219090652984,2022-07-28T23:43:49Z
2022-07-28T23:43:56Z,7.22,10.87,461.86,1.53,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,21,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,452.28646298069395,452.3337680807697,2022-07-28T23:43:49Z
2022-07-28T23:43:57Z,NA,NA,462.56,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,22,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,453.0929351165644,453.15534525500954,2022-07-28T23:43:49Z
2022-07-28T23:43:58Z,NA,NA,462.64,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,23,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,453.89722594933255,453.9769224292494,2022-07-28T23:43:49Z
2022-07-28T23:43:59Z,NA,NA,463.57,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,24,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,454.69930302776805,454.7984996034892,2022-07-28T23:43:49Z
2022-07-28T23:44:00Z,NA,NA,463.96,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,25,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,455.4991334178636,455.620076777729,2022-07-28T23:43:49Z
2022-07-28T23:44:01Z,NA,NA,464.36,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,26,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,456.29668369565314,456.4416539519689,2022-07-28T23:43:49Z
2022-07-28T23:44:02Z,NA,NA,465.69,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,27,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,457.09191993992215,457.2632311262087,2022-07-28T23:43:49Z
2022-07-28T23:44:03Z,NA,NA,465.61,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,28,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,457.88480772481074,458.08480830044857,2022-07-28T23:43:49Z
2022-07-28T23:44:04Z,NA,NA,466.64,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,29,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,458.6753121123056,458.9063854746884,2022-07-28T23:43:49Z
2022-07-28T23:44:05Z,NA,NA,466.79,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,30,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,459.46339764462095,459.72796264892827,2022-07-28T23:43:49Z
2022-07-28T23:44:06Z,7.23,10.86,467.49,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,31,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,460.2490283364657,460.5495398231681,2022-07-28T23:43:49Z
2022-07-28T23:44:07Z,NA,NA,468.84,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,32,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,461.0321676671959,461.37111699740797,2022-07-28T23:43:49Z
2022-07-28T23:44:08Z,NA,NA,469,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,33,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,461.8127785728502,462.19269417164776,2022-07-28T23:43:49Z
2022-07-28T23:44:09Z,NA,NA,469.55,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,34,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,462.590823438067,463.0142713458876,2022-07-28T23:43:49Z
2022-07-28T23:44:10Z,NA,NA,470.42,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,35,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,463.36626408788123,463.83584852012746,2022-07-28T23:43:49Z
2022-07-28T23:44:11Z,NA,NA,471.41,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,36,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,464.1390617793992,464.6574256943673,2022-07-28T23:43:49Z
2022-07-28T23:44:12Z,NA,NA,471.78,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,37,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,464.9091771933492,465.47900286860715,2022-07-28T23:43:49Z
2022-07-28T23:44:13Z,NA,NA,472.17,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,38,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,465.6765704255074,466.300580042847,2022-07-28T23:43:49Z
2022-07-28T23:44:14Z,NA,NA,472.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,39,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,466.4412009779949,467.12215721708685,2022-07-28T23:43:49Z
2022-07-28T23:44:15Z,NA,NA,473.19,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,40,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,467.2030277504461,467.9437343913267,2022-07-28T23:43:49Z
2022-07-28T23:44:16Z,7.24,10.86,473.58,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,41,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,467.9620090310457,468.76531156556655,2022-07-28T23:43:49Z
2022-07-28T23:44:17Z,NA,NA,474.13,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,42,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,468.71810248743185,469.5868887398064,2022-07-28T23:43:49Z
2022-07-28T23:44:18Z,NA,NA,475.39,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,43,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,469.4712651574647,470.40846591404625,2022-07-28T23:43:49Z
2022-07-28T23:44:19Z,NA,NA,475.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,44,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,470.22145343985665,471.23004308828604,2022-07-28T23:43:49Z
2022-07-28T23:44:20Z,NA,NA,476.73,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,45,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,470.9686230846644,472.0516202625259,2022-07-28T23:43:49Z
2022-07-28T23:44:21Z,NA,NA,476.4,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,46,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,471.7127291836383,472.87319743676574,2022-07-28T23:43:49Z
2022-07-28T23:44:22Z,NA,NA,477.74,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,47,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,472.4537261604291,473.6947746110056,2022-07-28T23:43:49Z
2022-07-28T23:44:23Z,NA,NA,478.12,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,48,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,473.1915677606484,474.51635178524543,2022-07-28T23:43:49Z
2022-07-28T23:44:24Z,NA,NA,478.28,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,49,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,473.92620704178194,475.3379289594853,2022-07-28T23:43:49Z
2022-07-28T23:44:25Z,NA,NA,479.45,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,50,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,474.6575963629516,476.15950613372513,2022-07-28T23:43:49Z
2022-07-28T23:44:26Z,7.24,10.86,480.01,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,51,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,475.3856873745265,476.981083307965,2022-07-28T23:43:49Z
2022-07-28T23:44:27Z,NA,NA,480.01,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,52,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,476.11043100757865,477.80266048220483,2022-07-28T23:43:49Z
2022-07-28T23:44:28Z,NA,NA,481.19,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,53,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,476.8317774631819,478.6242376564446,2022-07-28T23:43:49Z
2022-07-28T23:44:29Z,NA,NA,481.5,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,54,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,477.54967620155173,479.44581483068447,2022-07-28T23:43:49Z
2022-07-28T23:44:30Z,NA,NA,481.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,55,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,478.2640759310239,480.2673920049243,2022-07-28T23:43:49Z
2022-07-28T23:44:31Z,NA,NA,482.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,56,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,478.9749245968682,481.08896917916417,2022-07-28T23:43:49Z
2022-07-28T23:44:32Z,NA,NA,483.69,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,57,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,479.6821693699366,481.910546353404,2022-07-28T23:43:49Z
2022-07-28T23:44:33Z,NA,NA,483.82,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,58,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,480.3857566351424,482.73212352764386,2022-07-28T23:43:49Z
2022-07-28T23:44:34Z,NA,NA,483.86,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,59,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,481.08563197976747,483.5537007018837,2022-07-28T23:43:49Z
2022-07-28T23:44:35Z,NA,NA,484.08,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,60,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,481.7817401815961,484.37527787612356,2022-07-28T23:43:49Z
2022-07-28T23:44:36Z,7.25,10.85,484.76,2.14,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,61,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,482.47402519687205,485.1968550503634,2022-07-28T23:43:49Z
2022-07-28T23:44:37Z,NA,NA,485.46,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,62,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,483.1624301480766,486.0184322246032,2022-07-28T23:43:49Z
2022-07-28T23:44:38Z,NA,NA,485.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,63,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,483.8468973115246,486.84000939884305,2022-07-28T23:43:49Z
2022-07-28T23:44:39Z,NA,NA,486.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,64,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,484.5273681047759,487.6615865730829,2022-07-28T23:43:49Z
2022-07-28T23:44:40Z,NA,NA,487.12,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,65,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,485.20378307386,488.48316374732275,2022-07-28T23:43:49Z
2022-07-28T23:44:41Z,NA,NA,487.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,66,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,485.87608188031,489.3047409215626,2022-07-28T23:43:49Z
2022-07-28T23:44:42Z,NA,NA,488.61,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,67,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,486.5442032880041,490.12631809580245,2022-07-28T23:43:49Z
2022-07-28T23:44:43Z,NA,NA,489.54,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,68,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,487.2080851498111,490.9478952700423,2022-07-28T23:43:49Z
2022-07-28T23:44:44Z,NA,NA,489.38,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,69,keep,522.66,0.9420406368563928,-0.0037332157313157647,14,446.6963970588235,0,455.6023252279812,0.9530947183809129,-0.014767415775542702,14.13835486342217,0.8215771742398428,487.86766439403743,491.76947244428214,2022-07-28T23:43:49Z
