datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag
2022-07-28T23:45:30Z,NA,NA,509.52,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:31Z,NA,NA,510.39,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:32Z,NA,NA,510.62,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:33Z,NA,NA,511.33,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:34Z,NA,NA,511.56,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:35Z,NA,NA,512.11,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:36Z,7.32,10.84,511.89,1.83,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:37Z,NA,NA,513.68,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:38Z,NA,NA,513.27,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:39Z,NA,NA,513.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:40Z,NA,NA,514.09,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:41Z,NA,NA,514.42,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:42Z,NA,NA,514.81,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:43Z,NA,NA,514.97,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
