datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,std.error,p.value,r.squared,adj.r.squared,intercept,slope,fit
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,0,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,452.08889183223
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,1,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,452.5916539105446
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,2,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,453.09441598885917
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,3,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,453.5971780671738
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,4,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,454.09994014548835
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,5,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,454.60270222380296
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,6,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,455.1054643021175
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,7,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,455.60822638043214
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,8,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,456.1109884587467
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,9,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,456.6137505370613
2022-07-28T23:43:45Z,NA,NA,453.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,210,1,NA,10,keep,0.004274367911214366,4.396882176201034e-148,0.9894157687743643,0.9893442536985154,452.08889183223,0.5027620783145909,457.1165126153759
