datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,std.error,p.value,r.squared,adj.r.squared,intercept,slope,fit
2022-07-28T23:44:47Z,NA,NA,491.42,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,72,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.1979505873691
2022-07-28T23:44:48Z,NA,NA,491.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,73,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.3107140125197
2022-07-28T23:44:49Z,NA,NA,491.26,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,74,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.4234774376703
2022-07-28T23:44:50Z,NA,NA,492.92,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,75,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.5362408628208
2022-07-28T23:44:51Z,NA,NA,493.16,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,76,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.64900428797137
2022-07-28T23:44:52Z,NA,NA,493.16,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,77,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.7617677131219
2022-07-28T23:44:53Z,NA,NA,494.34,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,78,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.87453113827246
2022-07-28T23:44:54Z,NA,NA,494.74,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,79,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,485.987294563423
2022-07-28T23:44:55Z,NA,NA,495.04,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,80,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.10005798857355
2022-07-28T23:44:56Z,7.28,10.84,495.37,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,81,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.2128214137241
2022-07-28T23:44:57Z,NA,NA,495.75,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,82,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.3255848388747
2022-07-28T23:44:58Z,NA,NA,496.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,83,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.43834826402525
2022-07-28T23:44:59Z,NA,NA,496.79,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,84,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.5511116891758
2022-07-28T23:45:00Z,NA,NA,497.18,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,85,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.66387511432634
2022-07-28T23:45:01Z,NA,NA,497.74,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,86,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.7766385394769
2022-07-28T23:45:02Z,NA,NA,497.35,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,87,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,486.88940196462744
2022-07-28T23:45:03Z,NA,NA,498.21,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,88,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,487.002165389778
2022-07-28T23:45:04Z,NA,NA,499.07,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,89,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,487.11492881492853
2022-07-28T23:45:05Z,NA,NA,498.74,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,90,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,487.22769224007914
2022-07-28T23:45:06Z,7.29,10.84,498.98,2.14,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,91,keep,0.03622088457526482,0.0021110053200401532,0.04452210821852609,0.03992846450803822,477.0789839765293,0.11276342515055358,487.3404556652297
