datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,time_diff,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,0,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,435.61859573346686,435.7698637784704,2022-07-28T23:43:49Z
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,1,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,436.41377899027816,436.544850099784,2022-07-28T23:43:49Z
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,2,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,437.20758469142885,437.31983642109765,2022-07-28T23:43:49Z
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,3,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,437.9999965151819,438.0948227424112,2022-07-28T23:43:49Z
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,4,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,438.7909979464149,438.86980906372486,2022-07-28T23:43:49Z
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,5,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,439.5805722743287,439.6447953850385,2022-07-28T23:43:49Z
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,6,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,440.36870259012915,440.4197817063521,2022-07-28T23:43:49Z
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,7,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,441.15537178468105,441.1947680276657,2022-07-28T23:43:49Z
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,8,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,441.9405625461345,441.96975434897934,2022-07-28T23:43:49Z
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,9,keep,532.03,0.9039430329118858,-0.0033164144907237114,14,446.6963970588235,0,458.28195700787165,0.911449043342097,-0.011778690251366571,14.09900146602897,0.7749863213136204,442.7242573575231,442.74474067029297,2022-07-28T23:43:49Z
