datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,std.error,p.value,r.squared,adj.r.squared,intercept,slope,fit
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,0,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,453.89634069981565
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,1,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,454.3659439694639
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,2,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,454.83554723911215
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,3,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,455.3051505087604
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,4,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,455.77475377840864
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,5,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,456.2443570480568
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,6,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,456.7139603177051
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,7,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,457.1835635873533
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,8,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,457.65316685700157
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,9,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,458.1227701266498
2022-07-28T23:43:45Z,NA,NA,453.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,10,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,458.59237339629806
2022-07-28T23:43:46Z,7.22,10.87,454.74,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,11,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,459.0619766659463
2022-07-28T23:43:47Z,NA,NA,455.38,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,12,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,459.53157993559455
2022-07-28T23:43:48Z,NA,NA,456.16,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,13,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,460.0011832052428
2022-07-28T23:43:49Z,NA,NA,457.64,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,14,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,460.47078647489104
2022-07-28T23:43:50Z,NA,NA,457.03,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,15,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,460.94038974453923
2022-07-28T23:43:51Z,NA,NA,457.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,16,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,461.4099930141875
2022-07-28T23:43:52Z,NA,NA,458.73,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,17,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,461.8795962838357
2022-07-28T23:43:53Z,NA,NA,459.17,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,18,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,462.34919955348397
2022-07-28T23:43:54Z,NA,NA,459.97,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,19,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,462.8188028231322
2022-07-28T23:43:55Z,NA,NA,460.83,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:35Z,1,210,1,NA,20,keep,0.004211026219975959,1.2307139809721605e-166,0.9858888751181024,0.9858095991356198,453.89634069981565,0.46960326964824045,463.28840609278046
