datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,std.error,p.value,r.squared,adj.r.squared,intercept,slope,fit
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,0,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,469.22354328358176
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,1,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,469.452284054601
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,2,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,469.68102482562034
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,3,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,469.9097655966396
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,4,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,470.13850636765886
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,5,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,470.3672471386781
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,6,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,470.59598790969744
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,7,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,470.8247286807167
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,8,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,471.05346945173596
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:55Z,1,210,1,NA,9,keep,0.033057842456267805,6.142615866064956e-11,0.19472336215658784,0.19065630843010595,469.22354328358176,0.22874077101927606,471.2822102227552
