datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z
2022-07-28T23:43:35Z,NA,NA,447.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,0,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,435.0100986918526,435.18047169258404,2022-07-28T23:43:49Z
2022-07-28T23:43:36Z,7.22,10.88,447.22,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,1,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,435.84833819543826,435.9961530280016,2022-07-28T23:43:49Z
2022-07-28T23:43:37Z,NA,NA,448.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,2,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,436.6850754328381,436.81183436341905,2022-07-28T23:43:49Z
2022-07-28T23:43:38Z,NA,NA,448.85,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,3,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,437.52028737275964,437.6275156988366,2022-07-28T23:43:49Z
2022-07-28T23:43:39Z,NA,NA,449.48,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,4,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,438.35395063081694,438.4431970342541,2022-07-28T23:43:49Z
2022-07-28T23:43:40Z,NA,NA,449.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,5,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,439.1860414641173,439.2588783696716,2022-07-28T23:43:49Z
2022-07-28T23:43:41Z,NA,NA,450.65,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,6,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,440.01653576576473,440.07455970508914,2022-07-28T23:43:49Z
2022-07-28T23:43:42Z,NA,NA,451.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,7,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,440.8454090592798,440.8902410405067,2022-07-28T23:43:49Z
2022-07-28T23:43:43Z,NA,NA,452.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,8,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,441.67263649293346,441.70592237592416,2022-07-28T23:43:49Z
2022-07-28T23:43:44Z,NA,NA,453.1,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:46:05Z,1,211,0.9547511312217196,NA,9,keep,523.47,0.9328288844780624,-0.003693092043033007,14,446.6963970588235,454.6194417853597,0.9362280856773465,-0.01521470020938892,14.118167066241485,0.8156813354175183,442.49819283399376,442.5216037113417,2022-07-28T23:43:49Z
