f_datetime,temp_air,temp_soil,f_conc,PAR,turfID,type,f_start,f_end,f_fluxID,n_conc,ratio,flag,f_time,f_cut,Cm_est,a_est,b_est,tz_est,f_Cz,time_diff,f_Cm,f_a,f_b,f_tz,f_slope_tz,f_fit,f_fit_slope,f_start_z,volume
2022-07-28T23:48:05Z,NA,NA,452.06,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,43,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,456.99045236485665,462.3591776336788,2022-07-28T23:47:32Z,28
2022-07-28T23:48:06Z,7.35,10.74,451.75,1.98,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,44,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,457.5153492198631,463.2119945906896,2022-07-28T23:47:32Z,28
2022-07-28T23:48:07Z,NA,NA,452.22,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,45,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,458.03122796877653,464.0648115477004,2022-07-28T23:47:32Z,28
2022-07-28T23:48:08Z,NA,NA,452.93,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,46,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,458.5381459665597,464.9176285047112,2022-07-28T23:47:32Z,28
2022-07-28T23:48:09Z,NA,NA,453.01,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,47,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,459.0361602033992,465.770445461722,2022-07-28T23:47:32Z,28
2022-07-28T23:48:10Z,NA,NA,453.69,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,48,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,459.5253273070248,466.6232624187328,2022-07-28T23:47:32Z,28
2022-07-28T23:48:11Z,NA,NA,454.15,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,49,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,460.0057035450157,467.4760793757435,2022-07-28T23:47:32Z,28
2022-07-28T23:48:12Z,NA,NA,454.38,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,50,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,460.4773448270899,468.3288963327544,2022-07-28T23:47:32Z,28
2022-07-28T23:48:13Z,NA,NA,454.46,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,51,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,460.9403067073812,469.1817132897651,2022-07-28T23:47:32Z,28
2022-07-28T23:48:14Z,NA,NA,454.6,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,52,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,461.3946443867,470.03453024677594,2022-07-28T23:47:32Z,28
2022-07-28T23:48:15Z,NA,NA,455.7,NA,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,53,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,461.8404127147812,470.8873472037867,2022-07-28T23:47:32Z,28
2022-07-28T23:48:16Z,7.35,10.75,456.03,2.29,74 WN2C 155,NEE,2022-07-28T23:47:22Z,2022-07-28T23:50:52Z,2,210,1,NA,54,keep,495.41,0.10680980034473687,-0.00190839485365293,14,434.97764705882366,0,708.6119465654118,-0.8930491012379946,0.00638028953752104,10.89283989986524,0.8528169570107897,462.2776661925158,471.7401641607975,2022-07-28T23:47:32Z,28
