datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z,temp_fahr,temp_kelvin
2022-07-28T23:44:12Z,NA,NA,471.78,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,37,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,481.244098918457,489.214438112322,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:13Z,NA,NA,472.17,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,38,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,482.224446365864,490.769497338785,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:14Z,NA,NA,472.44,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,39,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,483.186126164788,492.324556565249,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:15Z,NA,NA,473.19,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,40,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,484.12926606992,493.879615791713,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:16Z,7.24,10.86,473.58,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,41,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,485.053992961642,495.434675018176,2022-07-28T23:43:44Z,45.032,280.39
2022-07-28T23:44:17Z,NA,NA,474.13,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,42,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,485.960432852015,496.98973424464,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:18Z,NA,NA,475.39,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,43,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,486.848710890717,498.544793471104,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:19Z,NA,NA,475.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,44,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,487.718951370947,500.099852697567,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:20Z,NA,NA,476.73,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,45,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,488.571277735285,501.654911924031,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:21Z,NA,NA,476.4,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,46,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,489.405812581515,503.209971150495,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
