Apr 10 2019 at 15:45:10
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	18.78	25.66	67.31	0.00	0.0610	11.08	487.4	408.81	0.0438	321.3	5.784	11.86	3.68	1.47
	19.78	25.66	67.34	0.00	0.0611	11.05	486.4	407.80	0.0440	323.1	5.815	11.92	3.75	1.47
	20.78	25.65	67.31	0.00	0.0611	11.05	486.1	407.67	0.0440	322.5	5.805	11.90	3.73	1.47
	21.78	25.66	67.31	0.00	0.0611	11.05	486.3	407.92	0.0441	324.0	5.831	11.96	3.79	1.47
	22.78	25.62	67.32	0.00	0.0612	11.04	485.9	407.45	0.0442	324.4	5.840	11.97	3.81	1.47
	23.78	25.65	67.31	0.00	0.0610	11.04	485.6	407.29	0.0444	326.4	5.876	12.05	3.90	1.47
	24.77	25.65	67.34	0.00	0.0611	11.04	485.9	407.37	0.0442	326.0	5.869	12.03	3.88	1.47
	25.78	25.65	67.34	0.00	0.0610	11.04	485.8	407.30	0.0448	329.6	5.933	12.16	4.04	1.47
	26.86	25.65	67.32	0.00	0.0610	11.02	484.8	406.59	0.0445	327.3	5.891	12.08	3.94	1.47
	27.78	25.62	67.34	0.00	0.0610	11.02	485.1	406.67	0.0445	328.1	5.906	12.10	3.97	1.47
	28.78	25.65	67.31	0.00	0.0610	11.04	485.8	407.43	0.0445	329.6	5.933	12.16	4.04	1.47
	29.78	25.65	67.31	0.00	0.0610	11.03	485.2	406.92	0.0446	330.3	5.946	12.19	4.07	1.47
	30.80	25.65	67.31	0.00	0.0610	11.03	485.3	407.05	0.0451	332.5	5.985	12.27	4.16	1.47
	31.78	25.65	67.34	0.00	0.0608	11.00	484.0	405.80	0.0451	333.3	6.000	12.30	4.20	1.47
	32.80	25.65	67.31	0.00	0.0610	11.03	485.2	406.94	0.0450	333.4	6.001	12.30	4.20	1.48
	33.78	25.65	67.29	0.00	0.0608	11.01	484.5	406.48	0.0451	334.0	6.013	12.33	4.23	1.47
	34.78	25.65	67.31	0.00	0.0609	11.00	484.2	406.11	0.0452	335.6	6.041	12.39	4.29	1.47
	35.77	25.67	67.34	0.00	0.0608	11.00	484.0	405.85	0.0456	336.7	6.060	12.42	4.34	1.47
	36.78	25.62	67.31	0.00	0.0608	10.98	483.0	405.05	0.0457	338.6	6.094	12.49	4.42	1.47
	37.78	25.65	67.34	0.00	0.0608	10.99	483.6	405.48	0.0455	337.8	6.081	12.46	4.39	1.47
	38.78	25.63	67.34	0.00	0.0608	10.98	483.2	405.14	0.0457	339.2	6.105	12.51	4.44	1.48
	39.78	25.61	67.31	0.00	0.0609	10.99	483.7	405.61	0.0455	338.7	6.096	12.50	4.42	1.47
	40.80	25.63	67.34	0.00	0.0608	10.97	482.6	404.56	0.0458	342.5	6.166	12.64	4.59	1.47
	41.88	25.63	67.31	0.00	0.0607	10.98	483.2	405.25	0.0457	340.9	6.136	12.58	4.52	1.47
	42.78	25.61	67.31	0.00	0.0608	10.99	483.5	405.47	0.0460	341.4	6.145	12.60	4.54	1.47
	43.80	25.63	67.29	0.00	0.0607	10.98	483.3	405.47	0.0459	342.6	6.166	12.65	4.59	1.47
	44.78	25.61	67.34	0.00	0.0608	10.98	483.1	404.98	0.0460	344.1	6.193	12.69	4.65	1.48
	45.80	25.63	67.29	0.00	0.0607	10.98	483.1	405.33	0.0463	345.7	6.222	12.76	4.72	1.47
	46.78	25.65	67.31	0.00	0.0607	10.97	482.5	404.71	0.0463	345.8	6.224	12.76	4.72	1.47
	47.80	25.63	67.29	0.00	0.0607	10.97	482.6	404.85	0.0464	346.3	6.233	12.78	4.74	1.47
	48.78	25.63	67.34	0.00	0.0606	10.94	481.4	403.55	0.0466	348.7	6.276	12.86	4.84	1.47
	49.80	25.63	67.29	0.00	0.0607	10.96	482.4	404.68	0.0464	346.7	6.240	12.80	4.76	1.47
	50.78	25.63	67.32	0.00	0.0607	10.96	482.3	404.50	0.0466	348.2	6.267	12.85	4.82	1.48
	51.80	25.63	67.34	0.00	0.0606	10.96	482.2	404.26	0.0466	348.6	6.275	12.86	4.84	1.47
	52.78	25.63	67.32	0.00	0.0607	10.96	482.2	404.39	0.0467	348.9	6.280	12.87	4.85	1.47
	53.80	25.61	67.34	0.00	0.0607	10.96	482.3	404.34	0.0467	349.9	6.298	12.90	4.89	1.48
	54.78	25.63	67.32	0.00	0.0607	10.95	481.7	403.95	0.0468	351.1	6.320	12.96	4.94	1.47
	55.78	25.59	67.29	0.00	0.0606	10.95	481.9	404.24	0.0469	352.1	6.338	13.00	4.98	1.48
	56.86	25.59	67.31	0.00	0.0605	10.94	481.2	403.51	0.0470	353.8	6.368	13.05	5.05	1.48
	57.78	25.59	67.31	0.00	0.0606	10.94	481.5	403.73	0.0472	354.3	6.377	13.07	5.07	1.47
	58.78	25.61	67.31	0.00	0.0606	10.95	481.6	403.92	0.0474	355.8	6.404	13.13	5.13	1.47
	59.78	25.63	67.34	0.00	0.0605	10.92	480.6	402.88	0.0474	357.1	6.429	13.17	5.18	1.48
	60.80	25.61	67.31	0.00	0.0606	10.93	481.0	403.39	0.0474	356.7	6.420	13.16	5.16	1.47
	61.78	25.61	67.34	0.00	0.0606	10.94	481.3	403.46	0.0475	358.1	6.446	13.21	5.22	1.48
	62.80	25.61	67.34	0.00	0.0606	10.93	481.0	403.25	0.0476	358.4	6.451	13.22	5.23	1.48
	63.78	25.63	67.31	0.00	0.0605	10.92	480.5	402.95	0.0480	361.3	6.503	13.33	5.35	1.48
	64.80	25.61	67.32	0.00	0.0606	10.93	481.1	403.44	0.0479	361.7	6.510	13.35	5.36	1.48
	65.78	25.61	67.31	0.00	0.0606	10.94	481.1	403.50	0.0480	360.5	6.489	13.30	5.32	1.48
	66.78	25.57	67.31	0.00	0.0605	10.93	480.7	403.09	0.0478	360.9	6.497	13.32	5.33	1.48
	67.86	25.61	67.34	0.00	0.0604	10.90	479.6	402.08	0.0478	361.5	6.507	13.33	5.36	1.48
	68.78	25.63	67.34	0.00	0.0605	10.93	480.8	403.09	0.0478	361.8	6.512	13.35	5.37	1.48
	69.88	25.61	67.31	0.00	0.0605	10.91	480.1	402.59	0.0482	364.5	6.560	13.45	5.47	1.48
	70.80	25.61	67.31	0.00	0.0606	10.92	480.3	402.79	0.0482	364.3	6.557	13.44	5.47	1.48
	71.86	25.59	67.31	0.00	0.0606	10.92	480.4	402.85	0.0485	366.9	6.605	13.54	5.57	1.48
	72.78	25.61	67.31	0.00	0.0605	10.90	479.6	402.23	0.0481	363.8	6.548	13.42	5.45	1.48
	73.80	25.59	67.32	0.00	0.0604	10.88	478.7	401.45	0.0484	368.3	6.630	13.59	5.63	1.48
	74.78	25.59	67.31	0.00	0.0605	10.91	480.0	402.55	0.0483	366.7	6.601	13.53	5.56	1.48
	75.80	25.59	67.32	0.00	0.0604	10.90	479.6	402.19	0.0484	367.1	6.608	13.55	5.58	1.48
	76.78	25.59	67.34	0.00	0.0604	10.89	479.1	401.60	0.0485	368.7	6.636	13.60	5.64	1.48
	77.80	25.60	67.32	0.00	0.0605	10.90	479.4	402.00	0.0486	367.8	6.620	13.57	5.60	1.48
	78.78	25.59	67.34	0.00	0.0606	10.92	480.4	402.73	0.0487	368.8	6.639	13.60	5.65	1.48
	79.80	25.59	67.31	0.00	0.0605	10.92	480.3	402.79	0.0485	368.3	6.630	13.59	5.63	1.48
	80.78	25.57	67.31	0.00	0.0603	10.89	479.2	401.86	0.0487	370.1	6.662	13.65	5.69	1.48
	81.78	25.59	67.34	0.00	0.0604	10.89	479.1	401.62	0.0488	370.1	6.661	13.65	5.69	1.48
	82.80	25.57	67.32	0.00	0.0605	10.90	479.5	402.09	0.0489	371.5	6.688	13.71	5.75	1.48
	83.80	25.59	67.31	0.00	0.0605	10.87	478.3	401.07	0.0490	373.8	6.729	13.79	5.84	1.48
	84.80	25.59	67.31	0.00	0.0604	10.89	479.4	401.99	0.0489	372.8	6.710	13.75	5.80	1.48
	85.78	25.59	67.31	0.00	0.0604	10.91	480.0	402.49	0.0491	374.7	6.744	13.82	5.87	1.48
	86.80	25.57	67.34	0.00	0.0603	10.87	478.4	401.04	0.0492	374.8	6.746	13.82	5.88	1.48
	87.78	25.57	67.31	0.00	0.0603	10.88	478.6	401.33	0.0493	376.1	6.769	13.87	5.93	1.48
	88.80	25.57	67.29	0.00	0.0604	10.87	478.2	401.10	0.0494	376.0	6.769	13.88	5.92	1.48
	89.78	25.55	67.32	0.00	0.0603	10.87	478.2	400.91	0.0495	377.1	6.787	13.91	5.96	1.48
